"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jun 13 10:40:16 GMT 2022","Mon Jun 13 10:40:16 GMT 2022","673","","SauceDemoTest","","SauceDemoTest","testSaucedemo","testSaucedemo()",""
