"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jun 13 11:07:28 GMT 2022","Mon Jun 13 11:07:28 GMT 2022","638","","SauceDemoTest","","SauceDemoTest","testSaucedemo","testSaucedemo()",""
